t_requested,t_used,rel_l2_slice,mae_slice,max_abs_slice
0.0,0.0,4.02943321e-04,1.86404024e-04,6.59286976e-04
0.5,0.5128205418586731,2.80933053e-03,1.28104235e-03,3.62229347e-03
1.0,1.0256409645080566,4.49636399e-03,2.16756831e-03,5.45471907e-03
1.5,1.4871795177459717,6.09924038e-03,2.81508220e-03,7.99808651e-03
2.0,2.0,8.90714467e-03,4.21929359e-03,9.80193168e-03
