stage,train_loss,rel_l2,elapsed_sec
adam,0.0009097965667024255,1.0057521836398506,1450.0749895069748
lbfgs,4.374114723759703e-05,0.0009867021290143525,189.1776949763298
pso,35.38357925415039,0.7759869811232198,29.618487251922488
