epoch,total,physics,heat,visc,ic,bc,bc_disp,bc_flux,data,data_temp,data_disp
0,334.4289855957031,0.7372013330459595,0.6873804330825806,0.049820899963378906,291461.0,3.8453731431116964e+18,3.8453731431116964e+18,0.002100969897583127,226251.671875,0.7689698934555054,226250.90625
1,450.6358337402344,0.3916967511177063,0.36522582173347473,0.026470951735973358,291345.8125,7.961111797447e+18,7.961111797447e+18,0.001987205818295479,13174406.0,0.7620554566383362,13174405.0
2,383.4309997558594,0.20152798295021057,0.1879083663225174,0.013619618490338326,291182.65625,2.0606075234376745e+18,2.0606075234376745e+18,0.0019011790864169598,8011132.5,0.7622482180595398,8011131.5
3,310.6402587890625,0.09431523829698563,0.08794136345386505,0.0063738711178302765,291009.03125,1.0515541603878175e+18,1.0515541603878175e+18,0.001878315582871437,1386393.125,0.761427104473114,1386392.375
4,304.9328918457031,0.07825657725334167,0.07296786457300186,0.005288714077323675,290816.625,1.1428492221821747e+18,1.1428492221821747e+18,0.0018378653330728412,906054.375,0.7611144781112671,906053.625
5,295.0982971191406,0.06391790509223938,0.059598084539175034,0.004319812636822462,290610.5,1.1457320042312499e+18,1.1457320042312499e+18,0.0017919957172125578,14616.85546875,0.7618348598480225,14616.09375
6,296.0899658203125,0.08634055405855179,0.08050537109375,0.005835170391947031,290403.21875,1.0600269282719826e+18,1.0600269282719826e+18,0.0017424930119886994,30970.693359375,0.7619799375534058,30969.931640625
7,296.8167419433594,0.07181420922279358,0.06696079671382904,0.004853406455367804,290207.0625,1.0642325602482258e+18,1.0642325602482258e+18,0.0017036334611475468,195473.6875,0.759914219379425,195472.921875
8,293.75030517578125,0.047445252537727356,0.04423880949616432,0.003206450492143631,290020.75,8.721687008772096e+17,8.721687008772096e+17,0.0016556688351556659,48513.24609375,0.7565205693244934,48512.48828125
9,298.1184387207031,0.03723428025841713,0.03471796214580536,0.0025163220707327127,289840.78125,1.1292784311968727e+18,1.1292784311968727e+18,0.0016139394138008356,528665.4375,0.753381609916687,528664.6875
10,292.4229431152344,0.03634640574455261,0.03389007970690727,0.00245632859878242,289667.1875,7.833077516683182e+17,7.833077516683182e+17,0.0015665909741073847,15512.7119140625,0.7491395473480225,15511.962890625
11,291.8795471191406,0.03717222437262535,0.034660033881664276,0.0025121886283159256,289497.3125,5.226625417095414e+17,5.226625417095414e+17,0.0015290632145479321,93.64933776855469,0.7445886135101318,92.90474700927734
12,292.37255859375,0.034021489322185516,0.03172214701771736,0.0022993406746536493,289331.34375,3.9454497293991936e+17,3.9454497293991936e+17,0.0015002297004684806,94558.296875,0.7398437857627869,94557.5546875
13,291.1202392578125,0.029164161533117294,0.027193013578653336,0.0019711486529558897,289169.8125,4.509142540364022e+17,4.509142540364022e+17,0.001473890501074493,4125.62109375,0.7349748015403748,4124.88623046875
14,291.1887512207031,0.030099716037511826,0.028065335005521774,0.002034379169344902,289012.21875,5.4090921205039104e+17,5.4090921205039104e+17,0.0014489259338006377,13061.5068359375,0.7307125926017761,13060.7763671875
15,290.7453308105469,0.027981430292129517,0.026090241968631744,0.0018911848310381174,288858.78125,4.7807091993214976e+17,4.7807091993214976e+17,0.0014272015541791916,940.9605712890625,0.7278206944465637,940.2327270507812
16,290.4855041503906,0.023714182898402214,0.022111430764198303,0.0016027499223127961,288708.84375,3.904925166773207e+17,3.904925166773207e+17,0.001406166353262961,20045.107421875,0.7257846593856812,20044.380859375
17,290.07904052734375,0.022861799225211143,0.021316684782505035,0.001545114442706108,288561.8125,3.60910396850176e+17,3.60910396850176e+17,0.001385563868097961,1320.7344970703125,0.7239366173744202,1320.0106201171875
18,289.95831298828125,0.020576773211359978,0.019186073914170265,0.0013906977837905288,288417.125,3.4616141043623526e+17,3.4616141043623526e+17,0.0013647368177771568,16616.732421875,0.721552312374115,16616.01171875
19,289.5018615722656,0.01817498728632927,0.016946572810411453,0.0012284149415791035,288273.8125,2.917721436229468e+17,2.917721436229468e+17,0.0013417172012850642,2750.38623046875,0.7181575894355774,2749.66796875
20,289.4681396484375,0.01938726380467415,0.018076887354254723,0.0013103776145726442,288128.625,2.898016469872804e+17,2.898016469872804e+17,0.0013199105160310864,8035.54931640625,0.7148312926292419,8034.83447265625
21,289.3543701171875,0.01842987909913063,0.01718420535326004,0.0012456742115318775,287979.71875,3.151550450939986e+17,3.151550450939986e+17,0.0012993208365514874,13796.0869140625,0.7119224071502686,13795.375
22,289.0060119628906,0.016667231917381287,0.015540717169642448,0.0011265154462307692,287824.4375,3.3924781875973325e+17,3.3924781875973325e+17,0.0012799372198060155,893.0760498046875,0.7093569040298462,892.36669921875
23,288.9054260253906,0.016135767102241516,0.015045219101011753,0.0010905492817983031,287660.6875,3.499043198158766e+17,3.499043198158766e+17,0.0012606927193701267,8802.30859375,0.7068844437599182,8801.6015625
24,288.69085693359375,0.01580837555229664,0.014739984646439552,0.001068391022272408,287487.5,3.434001244220293e+17,3.434001244220293e+17,0.00124020513612777,6953.01806640625,0.7041809558868408,6952.31396484375
25,288.3644714355469,0.014796248637139797,0.013796246610581875,0.0010000016773119569,287303.71875,3.053069943219159e+17,3.053069943219159e+17,0.0012209194246679544,1562.67138671875,0.7012483477592468,1561.9700927734375
26,288.0854187011719,0.01425923965871334,0.013295498676598072,0.0009637420880608261,287110.21875,2.4082359229035315e+17,2.4082359229035315e+17,0.0012023148592561483,2143.322021484375,0.6981590390205383,2142.623779296875
27,287.9131164550781,0.014835274778306484,0.01383256632834673,0.001002709032036364,286908.8125,1.810738798741422e+17,1.810738798741422e+17,0.0011845002882182598,8148.30712890625,0.695299506187439,8147.61181640625
28,287.7962951660156,0.015730183571577072,0.014666959643363953,0.0010632239282131195,286702.71875,1.3974797942993715e+17,1.3974797942993715e+17,0.001171736977994442,16733.98828125,0.6929194927215576,16733.294921875
29,287.55230712890625,0.015390457585453987,0.014350184239447117,0.0010402739280834794,286495.1875,1.2821639596710298e+17,1.2821639596710298e+17,0.0011564906453713775,15935.421875,0.6906635165214539,15934.7314453125
30,287.2617492675781,0.014552542939782143,0.013568914495408535,0.0009836280951276422,286288.21875,1.210027578753024e+17,1.210027578753024e+17,0.0011443826369941235,12487.77734375,0.6884386539459229,12487.0888671875
31,286.915283203125,0.013798320665955544,0.01286569144576788,0.0009326283470727503,286080.0625,1.2222935758536704e+17,1.2222935758536704e+17,0.001127893920056522,2308.314453125,0.6858775615692139,2307.628662109375
32,286.7056884765625,0.013689305633306503,0.012764060869812965,0.0009252461022697389,285869.09375,1.220154080844841e+17,1.220154080844841e+17,0.001110956771299243,3009.944091796875,0.6831862926483154,3009.260986328125
33,286.7223205566406,0.013970306143164635,0.013026057742536068,0.0009442511363886297,285654.84375,1.2201000501562573e+17,1.2201000501562573e+17,0.0010952790034934878,24695.14453125,0.680648684501648,24694.46484375
34,286.6136474609375,0.013771808706223965,0.012840934097766876,0.0009308743174187839,285438.71875,1.2380879744873267e+17,1.2380879744873267e+17,0.0010775699047371745,36253.22265625,0.6781714558601379,36252.54296875
35,286.2789611816406,0.014811132103204727,0.013809979893267155,0.0010011515114456415,285223.625,1.1783076990838374e+17,1.1783076990838374e+17,0.0010627728188410401,19694.484375,0.6758688688278198,19693.80859375
36,285.9115905761719,0.015048863366246223,0.014031634666025639,0.0010172304464504123,285011.15625,1.173552483092398e+17,1.173552483092398e+17,0.0010467192623764277,3063.68359375,0.6734015941619873,3063.01025390625
37,285.85333251953125,0.014639470726251602,0.013649926520884037,0.000989542342722416,284801.6875,1.2003995505655808e+17,1.2003995505655808e+17,0.001030480838380754,19964.3359375,0.6707926988601685,19963.666015625
