t_requested,t_used,rel_l2_slice,mae_slice,max_abs_slice
0.0,0.0,2.15568595e-03,1.02284958e-03,2.35810876e-03
0.5,0.5128205418586731,1.09715847e-02,5.35912020e-03,1.31453276e-02
1.0,1.0256409645080566,1.52702272e-02,7.59933377e-03,1.35554075e-02
1.5,1.4871795177459717,1.56548914e-02,7.26437569e-03,1.89653635e-02
2.0,2.0,1.78916175e-02,8.44991673e-03,1.99592113e-02
