x,y,exact,predicted,abs_error
-0.31142285466194153,-1.2597193717956543,-0.38259652256965637,-0.38737180829048157,0.004775285720825195
-0.30581164360046387,-1.2597193717956543,-0.3925568163394928,-0.39721792936325073,0.004661113023757935
-0.3002004027366638,-1.2597193717956543,-0.4023951292037964,-0.4068860411643982,0.004490911960601807
-0.29458919167518616,-1.2597193717956543,-0.4121083915233612,-0.41637176275253296,0.004263371229171753
-0.2889779806137085,-1.2597193717956543,-0.4216935932636261,-0.42566972970962524,0.0039761364459991455
-0.3394789695739746,-1.254108190536499,-0.3372270464897156,-0.340742826461792,0.003515779972076416
-0.33386775851249695,-1.254108190536499,-0.3479456603527069,-0.3515625596046448,0.003616899251937866
-0.3282565176486969,-1.254108190536499,-0.3585561513900757,-0.3622298538684845,0.0036737024784088135
-0.32264530658721924,-1.254108190536499,-0.36905527114868164,-0.372738778591156,0.0036835074424743652
-0.3170340955257416,-1.254108190536499,-0.3794395923614502,-0.38308441638946533,0.0036448240280151367
-0.31142285466194153,-1.254108190536499,-0.3897061049938202,-0.39326173067092896,0.0035556256771087646
-0.30581164360046387,-1.254108190536499,-0.3998515009880066,-0.4032668173313141,0.003415316343307495
-0.3002004027366638,-1.254108190536499,-0.4098726212978363,-0.41309237480163574,0.0032197535037994385
-0.29458919167518616,-1.254108190536499,-0.419766366481781,-0.4227350354194641,0.0029686689376831055
-0.2889779806137085,-1.254108190536499,-0.42952969670295715,-0.4321886897087097,0.0026589930057525635
-0.28336673974990845,-1.254108190536499,-0.4391595423221588,-0.4414502680301666,0.0022907257080078125
-0.2777555286884308,-1.254108190536499,-0.44865289330482483,-0.4505126476287842,0.0018597543239593506
-0.2721443176269531,-1.254108190536499,-0.4580068588256836,-0.45937255024909973,0.0013656914234161377
-0.2665330767631531,-1.254108190536499,-0.4672185480594635,-0.46802493929862976,0.0008063912391662598
-0.2609218657016754,-1.254108190536499,-0.4762849509716034,-0.4764649569988251,0.0001800060272216797
-0.25531065464019775,-1.254108190536499,-0.48520341515541077,-0.48468920588493347,0.0005142092704772949
-0.35631263256073,-1.2484970092773438,-0.30991578102111816,-0.3119678199291229,0.0020520389080047607
-0.3507014214992523,-1.2484970092773438,-0.32113632559776306,-0.3233764171600342,0.002240091562271118
-0.34509021043777466,-1.2484970092773438,-0.3322570025920868,-0.33464670181274414,0.0023896992206573486
-0.3394789695739746,-1.2484970092773438,-0.34327447414398193,-0.3457742929458618,0.002499818801879883
-0.33386775851249695,-1.2484970092773438,-0.3541853129863739,-0.35675299167633057,0.002567678689956665
-0.3282565176486969,-1.2484970092773438,-0.3649860918521881,-0.3675798177719116,0.0025937259197235107
-0.32264530658721924,-1.2484970092773438,-0.37567347288131714,-0.3782466948032379,0.0025732219219207764
-0.3170340955257416,-1.2484970092773438,-0.3862440288066864,-0.38875019550323486,0.002506166696548462
-0.31142285466194153,-1.2484970092773438,-0.3966946601867676,-0.39908432960510254,0.002389669418334961
-0.30581164360046387,-1.2484970092773438,-0.40702196955680847,-0.40924525260925293,0.002223283052444458
-0.3002004027366638,-1.2484970092773438,-0.417222797870636,-0.41922706365585327,0.002004265785217285
-0.29458919167518616,-1.2484970092773438,-0.427293986082077,-0.42902499437332153,0.0017310082912445068
-0.2889779806137085,-1.2484970092773438,-0.4372324049472809,-0.4386335015296936,0.0014010965824127197
-0.28336673974990845,-1.2484970092773438,-0.44703492522239685,-0.44804835319519043,0.001013427972793579
-0.2777555286884308,-1.2484970092773438,-0.45669853687286377,-0.45726466178894043,0.0005661249160766602
-0.2721443176269531,-1.2484970092773438,-0.4662202298641205,-0.466277152299881,5.692243576049805e-05
-0.2665330767631531,-1.2484970092773438,-0.4755971133708954,-0.4750821888446808,0.0005149245262145996
-0.2609218657016754,-1.2484970092773438,-0.48482611775398254,-0.48367440700531006,0.0011517107486724854
-0.25531065464019775,-1.2484970092773438,-0.4939045011997223,-0.4920496344566345,0.0018548667430877686
-0.2496994137763977,-1.2484970092773438,-0.5028294324874878,-0.5002046823501587,0.0026247501373291016
-0.24408820271492004,-1.2484970092773438,-0.5115981101989746,-0.5081334114074707,0.0034646987915039062
-0.2384769767522812,-1.2484970092773438,-0.5202078223228455,-0.5158336162567139,0.004374206066131592
-0.3675350844860077,-1.242885708808899,-0.2921595275402069,-0.29292845726013184,0.0007689297199249268
-0.36192387342453003,-1.242885708808899,-0.3037666082382202,-0.30475786328315735,0.0009912550449371338
-0.35631263256073,-1.242885708808899,-0.3152793347835541,-0.31645941734313965,0.0011800825595855713
-0.3507014214992523,-1.242885708808899,-0.3266940712928772,-0.32802724838256836,0.0013331770896911621
-0.34509021043777466,-1.242885708808899,-0.33800721168518066,-0.3394566774368286,0.0014494657516479492
-0.3394789695739746,-1.242885708808899,-0.3492153584957123,-0.35074251890182495,0.001527160406112671
-0.33386775851249695,-1.242885708808899,-0.3603150248527527,-0.36188000440597534,0.0015649795532226562
-0.3282565176486969,-1.242885708808899,-0.3713027238845825,-0.3728625774383545,0.0015598535537719727
-0.32264530658721924,-1.242885708808899,-0.3821750581264496,-0.3836860656738281,0.00151100754737854
-0.3170340955257416,-1.242885708808899,-0.3929285407066345,-0.39434611797332764,0.0014175772666931152
-0.31142285466194153,-1.242885708808899,-0.4035600423812866,-0.4048360288143158,0.0012759864330291748
-0.30581164360046387,-1.242885708808899,-0.4140661060810089,-0.4151514768600464,0.0010853707790374756
-0.3002004027366638,-1.242885708808899,-0.42444345355033875,-0.42528700828552246,0.0008435547351837158
-0.29458919167518616,-1.242885708808899,-0.434688925743103,-0.43523818254470825,0.0005492568016052246
-0.2889779806137085,-1.242885708808899,-0.44479936361312866,-0.444999635219574,0.0002002716064453125
-0.28336673974990845,-1.242885708808899,-0.4547715485095978,-0.4545671045780182,0.00020444393157958984
-0.2777555286884308,-1.242885708808899,-0.46460238099098206,-0.46393513679504395,0.0006672441959381104
-0.2721443176269531,-1.242885708808899,-0.47428885102272034,-0.4730989634990692,0.001189887523651123
-0.2665330767631531,-1.242885708808899,-0.48382800817489624,-0.48205438256263733,0.0017736256122589111
-0.2609218657016754,-1.242885708808899,-0.49321675300598145,-0.4907967746257782,0.002419978380203247
-0.25531065464019775,-1.242885708808899,-0.5024522542953491,-0.49932169914245605,0.0031305551528930664
-0.2496994137763977,-1.242885708808899,-0.51153165102005,-0.5076252222061157,0.003906428813934326
-0.24408820271492004,-1.242885708808899,-0.520452082157135,-0.5157033801078796,0.004748702049255371
-0.2384769767522812,-1.242885708808899,-0.5292107462882996,-0.5235512256622314,0.005659520626068115
-0.23286575078964233,-1.242885708808899,-0.5378049612045288,-0.5311652421951294,0.006639719009399414
-0.22725452482700348,-1.242885708808899,-0.5462321043014526,-0.5385421514511108,0.007689952850341797
-0.37314629554748535,-1.2372745275497437,-0.28514564037323,-0.2849291265010834,0.00021651387214660645
-0.3675350844860077,-1.2372745275497437,-0.29703882336616516,-0.297041654586792,2.8312206268310547e-06
-0.36192387342453003,-1.2372745275497437,-0.3088397681713104,-0.3090303838253021,0.00019061565399169922
-0.35631263256073,-1.2372745275497437,-0.3205447494983673,-0.32089024782180786,0.00034549832344055176
-0.3507014214992523,-1.2372745275497437,-0.3321501314640045,-0.3326159715652466,0.00046584010124206543
-0.34509021043777466,-1.2372745275497437,-0.34365221858024597,-0.34420251846313477,0.0005502998828887939
-0.3394789695739746,-1.2372745275497437,-0.3550475537776947,-0.35564565658569336,0.0005981028079986572
-0.33386775851249695,-1.2372745275497437,-0.3663325905799866,-0.36693793535232544,0.0006053447723388672
-0.3282565176486969,-1.2372745275497437,-0.37750378251075745,-0.3780759572982788,0.0005721747875213623
-0.32264530658721924,-1.2372745275497437,-0.38855770230293274,-0.3890549838542938,0.000497281551361084
-0.3170340955257416,-1.2372745275497437,-0.3994907736778259,-0.39986851811408997,0.0003777444362640381
-0.31142285466194153,-1.2372745275497437,-0.4102998375892639,-0.41051217913627625,0.0002123415470123291
-0.30581164360046387,-1.2372745275497437,-0.42098134756088257,-0.42098015546798706,1.1920928955078125e-06
-0.3002004027366638,-1.2372745275497437,-0.43153202533721924,-0.43126875162124634,0.0002632737159729004
-0.29458919167518616,-1.2372745275497437,-0.4419485926628113,-0.4413714110851288,0.0005771815776824951
-0.2889779806137085,-1.2372745275497437,-0.4522278606891632,-0.4512838125228882,0.0009440481662750244
-0.28336673974990845,-1.2372745275497437,-0.46236661076545715,-0.4610013961791992,0.0013652145862579346
-0.2777555286884308,-1.2372745275497437,-0.47236162424087524,-0.4705195724964142,0.0018420517444610596
-0.2721443176269531,-1.2372745275497437,-0.4822098910808563,-0.4798327088356018,0.0023771822452545166
-0.2665330767631531,-1.2372745275497437,-0.49190834164619446,-0.4889371991157532,0.002971142530441284
-0.2609218657016754,-1.2372745275497437,-0.5014538764953613,-0.4978279769420624,0.00362589955329895
-0.25531065464019775,-1.2372745275497437,-0.5108436346054077,-0.5065006613731384,0.004342973232269287
-0.2496994137763977,-1.2372745275497437,-0.5200746059417725,-0.5149515867233276,0.005123019218444824
-0.24408820271492004,-1.2372745275497437,-0.5291440486907959,-0.5231755375862122,0.00596851110458374
-0.2384769767522812,-1.2372745275497437,-0.538049042224884,-0.5311698317527771,0.006879210472106934
