t_requested,t_used,rel_l2_slice,mae_slice,max_abs_slice
0.0,0.0,1.53048511e-03,6.42757514e-04,2.24077702e-03
0.5,0.5128205418586731,1.54326321e-02,6.76366827e-03,1.96040645e-02
1.0,1.0256409645080566,2.87277005e-02,1.24919377e-02,4.24408317e-02
1.5,1.4871795177459717,3.55452898e-02,1.56099973e-02,5.23139834e-02
2.0,2.0,3.64505885e-02,1.56660546e-02,6.13213778e-02
