y_layer,x_coord,delta_disp_error_vs_baseline
-0.20000000298023224,0.0,-0.013702175579965115
-0.10000000149011612,0.0,-0.002269493415951729
0.0,0.0,-0.01918763294816017
0.10000000149011612,0.0,-0.03665038198232651
0.20000000298023224,0.0,-0.05468028411269188
