y_coord,time_s,abs_temp_error
-0.20000000298023224,0.0,479.8851318359375
-0.20000000298023224,5.0,466.103515625
-0.20000000298023224,10.0,457.75897216796875
-0.20000000298023224,15.0,452.68011474609375
-0.20000000298023224,20.0,449.6026916503906
-0.20000000298023224,25.0,447.73773193359375
-0.20000000298023224,30.0,446.598388671875
-0.06666666269302368,0.0,478.57073974609375
-0.06666666269302368,5.0,464.7808837890625
-0.06666666269302368,10.0,456.4268798828125
-0.06666666269302368,15.0,451.3499755859375
-0.06666666269302368,20.0,448.2739562988281
-0.06666666269302368,25.0,446.40313720703125
-0.06666666269302368,30.0,445.266845703125
0.06666667759418488,0.0,477.18487548828125
0.06666667759418488,5.0,463.4088134765625
0.06666667759418488,10.0,455.05908203125
0.06666667759418488,15.0,449.98748779296875
0.06666667759418488,20.0,446.9112243652344
0.06666667759418488,25.0,445.03912353515625
0.06666667759418488,30.0,443.90692138671875
0.19999998807907104,0.0,475.72772216796875
0.19999998807907104,5.0,461.98773193359375
0.19999998807907104,10.0,453.65576171875
0.19999998807907104,15.0,448.5921630859375
0.19999998807907104,20.0,445.5143127441406
0.19999998807907104,25.0,443.6463623046875
0.19999998807907104,30.0,442.51806640625
