y_layer,x_coord,delta_disp_error_vs_baseline
-0.20000000298023224,0.0,0.0
-0.10000000149011612,0.0,0.0
0.0,0.0,0.0
0.10000000149011612,0.0,0.0
0.20000000298023224,0.0,0.0
