stage,beta,seed,rel_l2,run_time_seconds
adam,0.500000,43,2.03100628e-02,745.665380
lbfgs,0.500000,43,4.47715786e-03,773.674716
pso,0.500000,43,1.63676226e+00,791.961413
best:lbfgs,0.500000,43,4.47715786e-03,773.674716
